pharos_index,AccessionKeys,Gene_Name,novelty,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len,idgTDL
2412,Q8WW33,GTSF1,-0.7549668509999999,0.0,70.0,2.0,0.958621,0.958621,1.0,0.990991,1.0,167,Tdark
2413,Q8WVR3,C7orf43,,0.0,70.0,,0.882759,0.882759,0.608333,0.643192,0.710417,580,Tdark
2414,Q96PL1,SCGB3A2,-1.404756602,11.0,34.0,,0.996552,0.996552,1.0,,1.0,93,Tbio
2415,Q9NVL1,FAM86C1,,0.0,0.0,12.0,1.0,1.0,0.608333,,0.5375,165,Tdark
2416,Q504U0,C4orf46,0.0,0.0,102.0,,0.996552,0.996552,0.7305560000000001,,0.847917,113,Tdark
2417,Q9BSN7,TMEM204,-0.59044552,20.0,52.0,,0.958621,0.958621,0.722222,0.489583,0.791667,226,Tbio
2418,Q8WW38,ZFPM2,-1.7891212459999999,0.0,93.0,,0.9758620000000001,0.9758620000000001,0.919444,0.490868,0.8875,1151,Tbio
2419,Q9NVL8,CCDC198,0.301029996,0.0,23.0,2.0,,,0.980556,,0.985417,296,Tdark
2420,Q8WW36,ZCCHC13,-0.392658305,6.0,49.0,,0.937931,0.937931,1.0,0.9913420000000001,1.0,166,Tdark
2421,Q99836,MYD88,-3.267469539,151.0,672.0,1.0,0.727586,0.52069,0.611111,0.191781,0.825,296,Tbio
2422,Q96PL2,TECTB,-1.23704602,0.0,72.0,,0.882759,0.882759,0.980556,,0.885417,329,Tbio
2423,Q96PL5,ERMAP,-1.2742495440000001,73.0,224.0,13.0,0.996552,0.996552,0.516667,,0.63125,475,Tbio
2424,Q8WW34,TMEM239,,0.0,5.0,,,,1.0,,1.0,195,Tdark
2425,Q8WW35,TCTEX1D2,-0.720647851,0.0,41.0,7.0,0.9758620000000001,0.9758620000000001,0.9305559999999999,,0.6875,142,Tbio
2426,Q99835,SMO,-1.174658997,142.0,415.0,,0.996552,0.996552,0.827778,0.386029,0.847917,787,Tclin
2427,Q86VS3,IQCH,-0.066946788,19.0,23.0,,0.937931,0.937931,0.97619,,0.985417,1027,Tdark
2428,Q86W42,THOC6,-1.774155935,46.0,131.0,,0.52069,0.52069,0.536111,,0.63125,341,Tbio
2429,Q504Y0,SLC39A12,-0.887504457,0.0,42.0,70.0,0.937931,0.937931,1.0,,0.90625,691,Tbio
2430,Q02880,TOP2B,-2.471899975,14.0,190.0,1.0,0.465517,0.465517,0.5222220000000001,0.22222199999999998,0.516667,1626,Tchem
2431,Q9Y4I5,TESMIN,-1.229169704,8.0,97.0,,1.0,,1.0,,1.0,508,Tbio
2432,Q86VS8,HOOK3,-1.220788484,10.0,60.0,5.0,0.465517,0.465517,0.530556,0.412162,0.654167,718,Tbio
2433,Q86W47,KCNMB4,-0.982325089,52.0,132.0,,0.996552,0.996552,0.9972219999999999,0.945205,0.814583,210,Tbio
2434,Q9Y4I1,MYO5A,-1.770970217,2.0,83.0,1.0,0.482759,0.482759,0.980556,0.692857,0.825,1855,Tbio
2435,Q8WVQ1,CANT1,-1.4283924769999998,21.0,210.0,4.0,0.810345,0.810345,0.766667,0.477778,0.6875,401,Tbio
2436,Q01546,KRT76,-0.28254659,119.0,156.0,,0.465517,0.465517,1.0,0.9594590000000001,0.985417,638,Tdark
2437,Q8WW22,DNAJA4,-0.52234706,21.0,120.0,,0.534483,0.534483,0.797222,,0.772917,397,Tbio
2438,Q7KZ85,SUPT6H,-1.8069617119999999,1.0,123.0,,0.503448,0.503448,0.488889,0.257778,0.504167,1726,Tbio
2439,Q02878,RPL6,-1.5852764430000001,2.0,68.0,31.0,0.465517,0.465517,0.5388890000000001,0.5958899999999999,0.677083,288,Tbio
2440,Q9NVM1,EVA1B,,0.0,14.0,46.0,0.710345,0.710345,0.780556,0.59507,0.791667,165,Tdark
2441,Q01543,FLI1,-1.825039377,100.0,454.0,,0.937931,0.9137930000000001,0.9055559999999999,,0.916667,452,Tbio
2442,Q9NVM4,PRMT7,-1.323703654,10.0,163.0,,0.958621,0.958621,0.469444,0.385845,0.60625,692,Tchem
2443,Q99829,CPNE1,-1.0487966770000001,36.0,151.0,,0.465517,0.465517,0.5388890000000001,0.6888890000000001,0.654167,537,Tbio
2444,Q96PK6,RBM14,-2.100429535,9.0,168.0,,0.503448,0.482759,0.5222220000000001,0.208333,0.654167,669,Tbio
2445,Q9NVM6,DNAJC17,-0.246781986,0.0,125.0,,0.631034,0.631034,0.5222220000000001,0.666667,0.5625,304,Tdark
2446,Q8WW27,APOBEC4,-0.534106721,10.0,183.0,,,,0.9972219999999999,0.7739729999999999,1.0,367,Tdark
2447,Q99828,CIB1,-2.088966036,106.0,264.0,,0.627586,0.627586,0.508333,0.724444,0.63125,191,Tbio
2448,Q9NVM9,INTS13,-1.21861052,0.0,36.0,,0.52069,,0.48611099999999996,,0.658333,706,Tdark
2449,Q8WW24,TEKT4,-0.8714269840000001,3.0,118.0,10.0,0.617241,0.617241,0.9972219999999999,,1.0,435,Tbio
2450,Q86VR2,RETREG3,0.191885527,2.0,53.0,27.0,0.52069,,0.5388890000000001,,0.572917,466,Tdark
2451,Q5PT55,SLC10A5,-0.041862446,0.0,28.0,,0.9758620000000001,0.9758620000000001,0.8888889999999999,,0.883333,438,Tdark
2452,Q9BSM1,PCGF1,-0.990912627,6.0,101.0,,0.9758620000000001,0.9758620000000001,0.502778,0.475225,0.470833,259,Tbio
2453,Q0VAM2,RASGEF1B,-0.7308313359999999,3.0,49.0,2.0,1.0,1.0,0.658333,,0.847917,473,Tdark
2454,Q86VR8,FJX1,-0.9308872970000001,2.0,65.0,,0.844828,0.844828,0.919753,,0.772917,437,Tbio
2455,Q86VR7,VSIG10L,-0.058977861,0.0,6.0,,0.9758620000000001,0.9758620000000001,0.966667,,0.975,867,Tdark
2456,A8MXK1,VSTM5,-0.301029996,0.0,19.0,,,,0.916667,,0.883333,200,Tdark
2457,Q9UJA3,MCM8,-1.422392633,18.0,195.0,1.0,0.534483,0.534483,0.761111,,0.833333,840,Tbio
2458,Q9UJA2,CRLS1,-0.871183602,0.0,100.0,,0.996552,0.996552,0.5222220000000001,,0.470833,301,Tbio
2459,Q86W34,AMZ2,0.255272505,1.0,46.0,,0.786207,0.786207,0.736111,0.68018,0.545833,360,Tdark
2460,Q86W33,TPRA1,-0.385056015,21.0,197.0,23.0,1.0,0.465517,0.491667,0.628571,0.641667,373,Tdark
2461,Q01534,TSPY3,-2.001525748,15.0,136.0,,0.8620690000000001,0.8620690000000001,1.0,0.987654,1.0,308,Tbio
2462,Q99811,PRRX2,-0.809321341,10.0,127.0,,0.9137930000000001,0.9137930000000001,0.919444,0.853333,0.883333,253,Tbio
2463,Q9UJA5,TRMT6,-0.9002804190000001,2.0,43.0,5.0,0.693103,0.693103,0.533333,0.394366,0.527083,497,Tdark
2464,Q9Y4J8,DTNA,-2.2569208240000003,48.0,151.0,1.0,0.7241380000000001,0.534483,0.966667,0.801932,0.860417,743,Tbio
2465,A8MXK9,,,0.0,0.0,,,,,,,166,Tdark
2466,Q9NVN3,RIC8B,-1.716668915,0.0,40.0,1.0,0.534483,0.534483,0.672222,0.290476,0.63125,520,Tbio
2467,Q9UJA9,ENPP5,-0.644282621,29.0,121.0,,0.958621,0.958621,0.966667,0.766667,0.814583,477,Tdark
2468,Q6PML9,SLC30A9,-0.886274618,10.0,105.0,,0.52069,0.52069,0.541667,0.319048,0.489583,568,Tbio
2469,Q96PJ5,FCRL4,-1.3070125959999999,38.0,126.0,2.0,1.0,1.0,0.980556,0.973333,0.985417,515,Tbio
2470,O95707,POP4,-1.5608628619999998,3.0,72.0,18.0,0.768966,0.768966,0.461111,0.589041,0.48125,220,Tbio
2471,Q8WW18,C17orf50,,0.0,4.0,,1.0,1.0,1.0,,,174,Tdark
2472,Q99819,ARHGDIG,-0.82622911,7.0,107.0,,0.937931,0.937931,0.9972219999999999,,0.916667,225,Tbio
2473,Q9NVN8,GNL3L,-0.657388462,3.0,141.0,,0.806897,0.806897,0.516667,0.317352,0.745833,582,Tbio
2474,Q99816,TSG101,-2.477802328,89.0,332.0,,0.465517,0.465517,0.488889,0.312207,0.458333,390,Tbio
2475,O95704,APBB3,-0.613142083,17.0,111.0,17.0,0.996552,0.996552,0.919444,,0.677083,486,Tdark
2476,Q8WVP7,LMBR1,-2.394491325,20.0,126.0,,0.9758620000000001,0.9758620000000001,0.641667,0.5159819999999999,0.527083,490,Tbio
2477,A5YM72,CARNS1,-0.6442744260000001,3.0,70.0,,0.813793,0.813793,0.9972219999999999,0.9797299999999999,0.985417,827,Tbio
2478,Q01538,MYT1,-1.202414785,11.0,218.0,,0.9,0.9,0.9972219999999999,,0.997917,1121,Tchem
2479,Q99814,EPAS1,-2.290708834,200.0,477.0,2.0,0.937931,0.937931,0.966667,,0.929167,870,Tchem
2480,Q8WW14,C10orf82,,8.0,20.0,5.0,,,1.0,,0.997917,230,Tdark
2481,Q8WVP5,TNFAIP8L1,-0.737154759,0.0,32.0,,0.9,0.9,0.7944439999999999,,0.76875,186,Tdark
2482,Q8WW12,PCNP,-1.304095443,14.0,110.0,,0.503448,0.503448,0.491667,0.224537,0.527083,178,Tbio
2483,P54578,USP14,-1.857262424,43.0,223.0,3.0,0.465517,0.465517,0.491667,0.42995200000000006,0.516667,494,Tchem
2484,P78545,ELF3,-2.420342138,75.0,328.0,,,,0.875,0.800926,0.9625,371,Tbio
2485,Q9NVF7,FBXO28,-0.762121321,18.0,144.0,14.0,0.9,0.558621,0.508333,,0.516667,368,Tbio
2486,P54577,YARS,-2.45633169,28.0,180.0,,0.465517,0.465517,0.508333,0.315556,0.516667,528,Tchem
2487,P28288,ABCD3,-1.820506521,16.0,166.0,,0.465517,0.465517,0.5194439999999999,0.342342,0.489583,659,Tbio
2488,Q13510,ASAH1,-2.947156062,45.0,203.0,1.0,0.465517,0.465517,0.780556,0.421875,0.595833,395,Tchem
2489,Q9NVF9,ETNK2,-0.68956254,3.0,132.0,1.0,0.9137930000000001,0.9137930000000001,0.95,0.746667,0.9625,386,Tdark
2490,P28289,TMOD1,-1.844847741,53.0,155.0,10.0,0.465517,0.465517,0.8888889999999999,0.8963959999999999,0.791667,359,Tbio
2491,Q3KPI0,CEACAM21,0.29030613,0.0,106.0,33.0,,,0.8722219999999999,,0.947917,293,Tdark
2492,O95714,HERC2,-1.2500131490000002,1.0,38.0,9.0,0.465517,0.465517,0.527778,0.397619,0.516667,4834,Tbio
2493,Q14847,LASP1,-1.871366844,28.0,299.0,,0.465517,0.465517,0.583333,0.691441,0.6875,261,Tbio
2494,Q13516,OLIG2,-2.640166414,101.0,368.0,,,,1.0,0.9527030000000001,0.885417,323,Tbio
2495,P78540,ARG2,-2.4670228,41.0,245.0,,0.937931,0.937931,0.966667,0.865297,0.929167,354,Tchem
2496,Q13515,BFSP2,-2.51556918,37.0,81.0,14.0,0.693103,0.693103,0.980556,1.0,0.997917,415,Tbio
2497,P78543,BTG2,-2.103757158,59.0,209.0,,0.9758620000000001,0.9758620000000001,0.722222,,0.802083,158,Tbio
2498,O95711,LY86,-2.718421265,50.0,272.0,61.0,0.9758620000000001,0.9758620000000001,0.919444,0.9369370000000001,0.985417,162,Tbio
2499,Q86VI1,EXOC3L1,0.101457639,1.0,62.0,,0.8620690000000001,0.8620690000000001,0.980556,,1.0,746,Tdark
2500,Q13519,PNOC,-2.780840022,4.0,207.0,14.0,,,0.9305559999999999,1.0,0.985417,176,Tbio
2501,Q6XD76,ASCL4,-0.31082813,0.0,22.0,,0.882759,0.882759,0.9972219999999999,,0.90625,172,Tdark
2502,Q14849,STARD3,-1.6172139819999998,7.0,37.0,1.0,0.693103,0.6724140000000001,0.569444,,0.541667,445,Tbio
2503,P78549,NTHL1,-1.850662935,12.0,155.0,,0.748276,0.748276,0.5194439999999999,0.273148,0.504167,312,Tbio
2504,Q6EMB2,TTLL5,-0.670481471,0.0,28.0,,1.0,1.0,0.980556,,0.916667,1281,Tbio
2505,Q9Y4C5,CHST2,-1.2944333000000001,1.0,188.0,,0.937931,0.937931,0.8111109999999999,,0.870833,530,Tbio
2506,Q9BSC4,NOL10,0.32585358,3.0,59.0,7.0,0.710345,0.710345,0.48611099999999996,0.496622,0.54375,688,Tdark
2507,Q9Y4C4,MFHAS1,-0.759633269,0.0,9.0,,0.806897,0.806897,0.583333,,0.658333,1052,Tbio
2508,Q9Y4C1,KDM3A,-1.835441944,62.0,253.0,,0.727586,0.727586,0.583333,,0.616667,1321,Tchem
2509,A5YM69,ARHGEF35,,0.0,54.0,4.0,0.9758620000000001,0.9758620000000001,0.8138890000000001,0.60473,0.929167,484,Tdark
2510,Q9UIY3,RWDD2A,1.0,1.0,43.0,1.0,0.844828,0.844828,0.777778,,0.5625,292,Tdark
2511,Q9Y4C0,NRXN3,-1.340721169,0.0,172.0,,0.748276,0.748276,0.95,0.9710139999999999,0.975,1643,Tbio
2512,Q86VI4,LAPTM4B,-1.907628545,5.0,91.0,,,,0.583333,,0.545833,370,Tbio
2513,P41252,IARS,-3.111899169,40.0,95.0,,0.465517,0.465517,0.5805560000000001,0.736486,0.63125,1262,Tchem
2514,Q86VI3,IQGAP3,-1.112287413,23.0,120.0,5.0,0.465517,0.465517,0.864583,,0.916667,1631,Tbio
2515,Q9Y4C2,TCAF1,0.301029996,1.0,27.0,,0.693103,,0.775,0.48148100000000005,0.61875,921,Tbio
2516,Q9HCR9,PDE11A,-1.5311991130000002,0.0,218.0,,1.0,0.958621,0.9305559999999999,0.365297,0.883333,933,Tchem
2517,P41250,GARS,-2.628989431,40.0,178.0,,0.465517,0.465517,0.508333,0.351351,0.791667,739,Tbio
2518,Q9HD34,LYRM4,-1.250623247,0.0,69.0,,0.6724140000000001,0.57931,0.5388890000000001,0.426667,0.5375,91,Tbio
2519,O95718,ESRRB,-1.955229435,26.0,173.0,,0.9137930000000001,0.9137930000000001,0.95,,0.9625,433,Tchem
2520,Q9HD33,MRPL47,-0.832584945,2.0,51.0,37.0,0.503448,0.503448,0.48611099999999996,0.381944,0.48125,250,Tbio
2521,O95716,RAB3D,-2.561896122,5.0,106.0,,0.465517,0.465517,0.827778,0.635714,0.791667,219,Tbio
2522,Q9HD36,BCL2L10,-2.7611889069999997,30.0,165.0,3.0,,,0.8858020000000001,0.910798,0.916667,194,Tchem
2523,O95715,CXCL14,-2.422190064,44.0,208.0,12.0,0.996552,0.996552,0.8888889999999999,,0.947917,111,Tbio
2524,Q9Y4C8,RBM19,-0.420505831,2.0,37.0,,0.710345,0.710345,0.516667,0.466667,0.585417,960,Tbio
2525,Q13523,PRPF4B,-1.17232954,7.0,144.0,,0.57931,0.57931,0.541667,0.630631,0.654167,1007,Tchem
2526,O95721,SNAP29,-1.474671633,17.0,125.0,27.0,0.465517,0.465517,0.5,0.6369859999999999,0.48125,258,Tbio
2527,Q9NVG8,TBC1D13,-0.102662344,19.0,92.0,,0.503448,0.503448,0.5194439999999999,0.13285,0.470833,400,Tdark
2528,Q13522,PPP1R1A,-1.778479353,8.0,65.0,3.0,0.937931,0.937931,0.980556,0.966667,0.916667,171,Tbio
2529,P78536,ADAM17,-3.5521600419999997,105.0,718.0,2.0,0.5965520000000001,0.5965520000000001,0.547222,0.20333299999999999,0.63125,824,Tchem
2530,Q13520,AQP6,-1.520881537,0.0,57.0,,,,1.0,1.0,0.997917,282,Tbio
2531,Q8WVF5,KCTD4,,37.0,137.0,,0.937931,0.937931,0.9972219999999999,,0.9625,259,Tdark
2532,Q8WVF2,UCMA,-0.906245227,0.0,59.0,,1.0,1.0,0.9972219999999999,,0.985417,138,Tbio
2533,Q13526,PIN1,-2.44421655,124.0,528.0,10.0,0.482759,0.482759,0.675,0.788288,0.5625,163,Tchem
2534,Q8WVF1,OSCP1,-1.264030352,0.0,47.0,,0.844828,0.844828,0.95,,0.975,389,Tbio
2535,Q6RSH7,VHLL,-1.0430346209999999,8.0,37.0,,,,0.9444440000000001,,0.975,139,Tdark
2536,P28290,SSFA2,-1.162981442,0.0,52.0,8.0,0.655172,0.655172,0.5444439999999999,,0.745833,1259,Tbio
2537,P78537,BLOC1S1,-1.170052083,4.0,49.0,,0.534483,0.534483,0.47222200000000003,0.541096,0.470833,153,Tbio
2538,P78539,SRPX,-0.929491207,2.0,177.0,,0.52069,0.52069,0.8444440000000001,,0.883333,464,Tbio
2539,Q9BSB4,ATG101,-1.017713748,1.0,65.0,8.0,0.806897,,0.475,0.579812,0.516667,218,Tbio
2540,Q9Y4D8,HECTD4,-1.0256958790000001,0.0,0.0,,,0.558621,0.55,,0.733333,3996,Tbio
2541,Q86VH5,LRRTM3,-0.6635438889999999,5.0,60.0,,1.0,1.0,0.980556,,0.883333,581,Tbio
2542,Q9Y4D7,PLXND1,-1.6472127859999999,24.0,171.0,,0.558621,0.558621,0.797222,0.506849,0.814583,1925,Tbio
2543,Q86VH4,LRRTM4,-0.764674179,2.0,69.0,22.0,0.9,0.9,1.0,,0.929167,590,Tdark
2544,Q9Y4D2,DAGLA,-1.1149959759999999,1.0,129.0,,0.710345,0.710345,0.9888889999999999,0.8972600000000001,0.835417,1042,Tchem
2545,Q9HCQ7,NPVF,-1.7843796180000002,2.0,22.0,,1.0,1.0,1.0,0.96124,1.0,196,Tdark
2546,Q9Y4D1,DAAM1,-1.451662676,37.0,269.0,,0.52069,0.52069,0.619444,,0.7,1078,Tbio
2547,Q9HD26,GOPC,-1.729398016,8.0,368.0,18.0,0.558621,0.534483,0.5388890000000001,0.61036,0.63125,462,Tbio
2548,Q86VH2,KIF27,-0.767878362,0.0,63.0,,0.727586,0.727586,0.958333,,0.947917,1401,Tbio
2549,P41240,CSK,-2.5473642219999997,105.0,547.0,6.0,0.482759,0.482759,0.9055559999999999,0.716216,0.8875,450,Tchem
2550,Q9NVH0,EXD2,-0.978294652,2.0,51.0,1.0,0.655172,0.655172,0.638889,,0.504167,621,Tbio
2551,Q9HD23,MRS2,-2.523216178,18.0,39.0,,0.9,0.9,0.488889,,0.48125,443,Tbio
2552,Q9NVH1,DNAJC11,-0.366496146,4.0,91.0,6.0,0.465517,0.465517,0.491667,,0.48125,559,Tbio
2553,Q9HCQ5,GALNT9,-0.6191822370000001,2.0,118.0,1.0,1.0,1.0,0.980556,,0.975,603,Tdark
2554,Q9NVH2,INTS7,-0.8282301190000001,2.0,37.0,,0.6724140000000001,0.655172,0.641667,,0.7,962,Tdark
2555,O95727,CRTAM,-1.11759723,64.0,131.0,,0.996552,0.996552,0.927083,,0.997917,393,Tbio
2556,Q13530,SERINC3,-2.449029699,1.0,131.0,,0.655172,0.655172,0.5222220000000001,,0.516667,473,Tbio
2557,P42574,CASP3,-4.321117585,463.0,1689.0,2.0,0.482759,0.482759,0.5805560000000001,0.660714,0.654167,277,Tchem
2558,Q147U1,ZNF846,,0.0,20.0,,0.9,0.9,0.622222,0.72973,0.677083,533,Tdark
2559,P42575,CASP2,-2.6237278859999997,138.0,571.0,,0.9137930000000001,0.806897,0.55,0.30888899999999997,0.677083,452,Tchem
2560,Q9NVH6,TMLHE,-1.5446381040000001,3.0,132.0,1.0,0.5965520000000001,0.52069,0.47222200000000003,0.58216,0.527083,421,Tbio
2561,Q9HD20,ATP13A1,-0.47165836200000005,0.0,58.0,2.0,0.465517,0.465517,0.5388890000000001,0.716667,0.585417,1204,Tdark
2562,P41247,PNPLA4,-0.8940585959999999,3.0,80.0,3.0,0.937931,0.937931,0.508333,0.514286,0.48125,253,Tbio
2563,Q14865,ARID5B,-1.7156069440000001,6.0,97.0,,0.958621,0.882759,0.761111,,0.775,1188,Tbio
2564,Q8WVE6,TMEM171,0.9160549640000001,2.0,12.0,43.0,1.0,1.0,0.919444,0.637324,0.975,324,Tdark
2565,Q14863,POU6F1,-1.332524539,57.0,205.0,,,,0.763889,0.281532,0.677083,301,Tbio
2566,P29597,TYK2,-2.471053748,92.0,547.0,6.0,0.558621,0.558621,0.536111,,0.654167,1187,Tclin
2567,P78563,ADARB1,-2.089586925,9.0,103.0,,0.6724140000000001,0.6724140000000001,0.7,,0.885417,741,Tbio
2568,P78562,PHEX,-3.26526416,1.0,104.0,1.0,0.958621,0.958621,0.898148,,0.947917,749,Tbio
2569,Q147U7,SMCO1,0.6989700040000001,6.0,22.0,2.0,1.0,,0.9972219999999999,,0.985417,214,Tdark
2570,Q13536,C1orf61,-0.250845797,0.0,11.0,,,,1.0,,0.870833,156,Tdark
2571,Q8WVE0,EEF1AKMT1,-0.301029996,3.0,48.0,5.0,0.937931,,0.547222,,0.516667,214,Tdark
2572,Q13535,ATR,-2.8036220569999997,60.0,376.0,,0.710345,0.710345,0.547222,,0.61875,2644,Tchem
2573,Q9BSA9,TMEM175,-0.653748353,2.0,42.0,,0.882759,0.882759,0.505556,0.511261,0.527083,504,Tbio
2574,Q9Y4E1,WASHC2C,-0.836340337,2.0,45.0,,0.465517,,0.5,0.125,0.63125,1318,Tbio
2575,P29590,PML,-2.6378531780000003,99.0,470.0,7.0,0.482759,0.482759,0.566667,0.351598,0.733333,882,Tbio
2576,Q8WVE7,TMEM170A,0.0,0.0,3.0,,,,0.5388890000000001,,0.527083,144,Tdark
2577,P41235,HNF4A,-3.199179858,159.0,664.0,1.0,0.9,0.9,0.9305559999999999,0.849765,0.975,474,Tchem
2578,P42568,MLLT3,-1.9955496469999998,21.0,210.0,,0.958621,0.958621,0.611111,0.466184,0.545833,568,Tbio
2579,Q9Y4E6,WDR7,-2.071405483,0.0,9.0,,0.534483,0.534483,0.733333,0.689815,0.5625,1490,Tbio
2580,Q9Y4E8,USP15,-1.647424671,9.0,242.0,,0.465517,0.465517,0.622222,0.522831,0.63125,981,Tbio
2581,Q9HCP6,HHATL,-0.733732121,5.0,54.0,,0.937931,0.937931,0.9972219999999999,0.993243,0.9625,504,Tbio
2582,P41231,P2RY2,-2.7462937760000004,3.0,192.0,,,1.0,0.9055559999999999,,0.929167,377,Tclin
2583,Q86VG3,C11orf74,,0.0,101.0,6.0,0.996552,0.996552,0.95,,0.745833,221,Tdark
2584,A6NFA0,FAM205C,,0.0,0.0,,,,1.0,,1.0,338,Tdark
2585,A6NFA1,TRABD2B,-0.7781512420000001,0.0,4.0,,0.482759,0.482759,0.9043209999999999,0.4,0.939583,517,Tbio
2586,Q9HD15,SRA1,-2.789911666,39.0,160.0,,0.617241,0.617241,0.48611099999999996,0.199531,0.504167,236,Tbio
2587,Q9Y4E5,ZNF451,-2.420903818,0.0,71.0,,0.8620690000000001,0.6724140000000001,0.566667,,0.585417,1061,Tbio
2588,P16284,PECAM1,,0.0,0.0,3.0,0.465517,0.465517,,,,738,Tbio
2589,Q9BSA4,TTYH2,-0.583576578,0.0,19.0,,0.996552,0.996552,0.9972219999999999,,0.883333,534,Tdark
2590,Q9NVI1,FANCI,-1.729550364,2.0,82.0,1.0,0.465517,0.465517,0.919444,0.506944,0.985417,1328,Tbio
2591,Q14872,MTF1,-1.9813964380000002,64.0,135.0,,1.0,1.0,0.541667,,0.527083,753,Tbio
2592,Q13541,EIF4EBP1,-2.8363705789999996,258.0,1455.0,6.0,0.7241380000000001,0.7241380000000001,0.719444,0.54955,0.775,118,Tbio
2593,P41238,APOBEC1,-2.02304509,1.0,122.0,1.0,0.958621,0.958621,0.9972219999999999,,1.0,236,Tbio
2594,Q9HCP0,CSNK1G1,-0.520909623,62.0,224.0,1.0,0.482759,0.482759,0.966667,,0.71875,422,Tchem
2595,Q9NVI7,ATAD3A,-1.107250385,2.0,114.0,,0.465517,0.465517,0.47222200000000003,0.231111,0.470833,634,Tbio
2596,P41236,PPP1R2,-1.2052289520000001,42.0,259.0,,0.503448,0.503448,0.502778,,0.502083,205,Tbio
2597,P42566,EPS15,-2.283737827,7.0,164.0,2.0,0.465517,0.465517,0.547222,0.380631,0.516667,896,Tbio
2598,P43897,TSFM,-2.307627275,13.0,123.0,9.0,0.503448,0.465517,0.488889,,0.470833,325,Tbio
2599,P78556,CCL20,-3.1028349360000003,242.0,496.0,,,,0.980556,,0.9625,96,Tbio
2600,Q8WVD5,RNF141,-0.5298793070000001,24.0,159.0,,0.882759,0.882759,0.697222,0.32876700000000003,0.677083,230,Tbio
2601,O95741,CPNE6,-0.7974026329999999,30.0,129.0,,0.465517,0.465517,0.9972219999999999,0.926941,0.8875,557,Tbio
2602,Q8WVD3,RNF138,-1.0899624490000002,6.0,148.0,,0.882759,0.786207,0.95,,0.847917,245,Tbio
2603,Q13542,EIF4EBP2,-1.557764414,12.0,189.0,,0.534483,0.534483,0.491667,0.286667,0.48125,120,Tbio
2604,O95747,OXSR1,-0.998361245,165.0,355.0,,0.465517,0.465517,0.488889,0.353881,0.63125,527,Tbio
2605,P78552,IL13RA1,-1.452050136,101.0,375.0,2.0,,,0.5388890000000001,,0.7,427,Tbio
2606,Q13547,HDAC1,-3.0377538189999997,217.0,1201.0,76.0,0.465517,0.465517,0.566667,0.40315300000000004,0.677083,482,Tclin
2607,Q13546,RIPK1,-2.339913727,124.0,375.0,4.0,0.534483,0.534483,0.516667,0.47555600000000003,0.654167,671,Tchem
2608,O95744,PMS2P2,,0.0,0.0,,,,,,,297,Tdark
2609,Q9Y4F1,FARP1,-1.565435886,19.0,153.0,,0.617241,0.617241,0.675,,0.654167,1045,Tbio
2610,P78559,MAP1A,-1.9572874880000002,10.0,67.0,,0.57931,0.57931,1.0,0.955556,0.870833,2803,Tbio
2611,P41223,BUD31,-0.811319627,32.0,172.0,,0.52069,0.52069,0.488889,0.565315,0.516667,144,Tbio
2612,Q86VF5,MOGAT3,-1.008600153,23.0,81.0,,,,0.966667,,0.985417,341,Tbio
2613,P41222,PTGDS,-2.586225957,3.0,229.0,1.0,0.655172,0.655172,0.8888889999999999,0.449772,0.847917,190,Tbio
2614,Q9Y4F9,RIPOR2,-0.977065,22.0,109.0,,0.882759,,0.919444,,0.947917,1068,Tbio
2615,P16298,PPP3CB,-1.535308405,10.0,147.0,,0.465517,0.465517,0.597222,,0.63125,524,Tbio
2616,P41221,WNT5A,-2.775246868,95.0,321.0,10.0,0.958621,0.958621,0.8888889999999999,,0.975,380,Tbio
2617,Q9Y4F4,TOGARAM1,-0.23044892399999997,1.0,9.0,,0.806897,,0.6444439999999999,,0.527083,1720,Tdark
2618,Q86VF2,IGFN1,-0.41218045200000003,25.0,66.0,,0.558621,0.558621,0.980556,1.0,0.997917,1251,Tdark
2619,P41220,RGS2,-2.3629738319999998,23.0,199.0,10.0,,,0.8444440000000001,,0.885417,211,Tbio
2620,Q9Y4F3,MARF1,-0.8234431659999999,2.0,23.0,,0.465517,,0.5388890000000001,0.386574,0.527083,1742,Tdark
2621,Q9Y4F5,CEP170B,-0.363522445,0.0,31.0,1.0,0.727586,0.727586,0.766667,0.63,0.654167,1589,Tdark
2622,Q9NVJ2,ARL8B,-0.990830212,18.0,99.0,,0.465517,0.465517,0.5194439999999999,0.5855859999999999,0.516667,186,Tbio
2623,O95749,GGPS1,-2.30082853,58.0,301.0,6.0,0.534483,0.534483,0.536111,0.841549,0.504167,300,Tchem
2624,Q0VAA5,PLCXD2,0.477121255,0.0,61.0,1.0,0.617241,0.617241,0.838889,,0.860417,305,Tdark
2625,P78560,CRADD,-1.3461427959999999,73.0,400.0,,0.558621,0.558621,0.5388890000000001,,0.48125,199,Tbio
2626,P41229,KDM5C,-1.940044115,41.0,135.0,,0.558621,0.52069,0.5222220000000001,,0.63125,1560,Tchem
2627,P41227,NAA10,-2.422163659,20.0,108.0,3.0,0.482759,0.482759,0.47222200000000003,0.546667,0.458333,235,Tbio
2628,Q0VAA2,LRRC74A,0.84509804,1.0,20.0,4.0,,,1.0,,1.0,488,Tdark
