ensemble,chr,start,end,Gene_Name,mean_rd,gc_content,complexity,cds_len,gene_length,num_targ,segdups,dip,del,dup,del.sing,dup.sing,del.sing.score,dup.sing.score,del.score,dup.score,cnv.score,flag
ENSG00000149972.6,11,98891683,100229616,CNTN5,59.07091756,0.457745837,148,3404,1337933,23,0,58751,4,9,4,9,-0.842110885,-2.670991525,-0.374421311,-0.91332198,-0.708282382,0
ENSG00000180219.1,12,100041531,100043824,FAM71C,111.1921591,0.442871546,369,738,2293,2,0,58717,7,1,0,0,0.360820411,0.279071052,-1.875199843,0.622176595,-0.540400892,0
ENSG00000110852.4,12,10005583,10022735,CLEC2B,54.89452907,0.354371494,125.5,502,17152,4,2,58982,0,0,0,0,0.490890289,0.52470771,1.26140758,1.487240197,1.673797791,0
ENSG00000111647.8,12,100422233,100536626,UHRF1BP1L,68.68487259,0.397173987,215.2857143,4521,114393,21,0,59107,2,65,1,2,0.145545975,-0.351488605,0.020389853,-2.531252393,-2.471627899,0
ENSG00000075089.5,12,100592900,100635643,ACTR6,88.90648914,0.373794836,113.4,1134,42743,10,0,59022,5,12,0,0,0.871303683,0.835444641,-1.056744632,-1.463252355,-1.298515553,0
ENSG00000166153.12,12,100597447,100660857,DEPDC4,80.51922307,0.418683492,209.8,1049,63410,5,0,58968,5,12,0,0,0.30946529,0.339776994,-1.483828505,-1.782522253,-1.704997002,0
ENSG00000136021.13,12,100660918,100735502,SCYL2,78.32522566,0.379120631,170.4705882,2898,74584,17,0,59022,0,6,0,3,1.052517898,-1.002012933,1.08488626,-0.426598684,0.084453792,0
ENSG00000179520.6,12,100750857,100815837,SLC17A8,107.9785162,0.464674407,153.5,1842,64980,12,0,59064,0,3,0,0,0.961222626,0.915593229,1.136128757,0.333261412,0.732311965,0
ENSG00000012504.9,12,100867486,100958191,NR1H4,77.70519775,0.400115231,159.9,1599,90705,10,0,58945,0,2,0,0,0.646017967,0.681001085,0.815057429,0.338930786,0.651126836,0
ENSG00000139354.6,12,100967461,101022064,GAS2L3,85.43313527,0.401289433,266.625,2133,54603,8,0,58981,0,2,0,0,0.520933061,0.504520507,0.772590007,0.28953171,0.599807894,0
ENSG00000172322.9,12,10103915,10148293,CLEC12A,112.2598533,0.411292779,106.625,853,44378,8,2,58450,32,37,0,0,1.226875018,1.138018229,-2.623544152,-2.531252393,-2.471627899,1
ENSG00000151572.12,12,101111304,101522419,ANO4,103.6968642,0.445008248,123.9230769,3222,411115,26,0,58861,1,2,1,2,0.979484827,0.504382763,1.055306225,0.955196593,1.145934359,0
ENSG00000165682.10,12,10138241,10166023,CLEC1B,141.2317334,0.447149253,117.5714286,823,27782,7,2,58654,31,42,1,0,0.534467394,1.253771502,-2.623544152,-2.531252393,-2.471627899,1
ENSG00000256870.2,12,101549271,101604185,SLC5A8,81.84281402,0.445858553,128.2,1923,54914,15,0,58823,10,2,9,2,-2.846414641,-0.570261757,-2.437474446,0.491180211,-0.849897627,0
ENSG00000256660.1,12,10163226,10171218,CLEC12B,71.39736308,0.426880852,153.1666667,919,7992,6,2,58890,2,3,0,0,0.539799974,0.572759458,0.296758883,0.569994462,0.488347512,1
ENSG00000120800.4,12,101673887,101780394,UTP20,87.43788084,0.412864859,141.0645161,8746,106507,62,0,59104,4,4,4,4,-0.306073957,0.264234348,0.293127163,0.944566685,0.763937018,0
ENSG00000120805.9,12,101786898,101801598,ARL1,65.15446387,0.387342069,125.4,627,14700,5,0,59032,0,1,0,1,0.250943116,-0.497307659,0.562512908,0.467210193,0.6839723,0
ENSG00000197992.2,12,10183276,10218565,CLEC9A,85.62519802,0.441730113,127,762,35289,6,2,59015,0,3,0,1,0.702758221,-0.065840428,1.436265653,0.680345871,1.036371541,0
ENSG00000166211.6,12,101869199,101880775,SPIC,94.43157586,0.379422442,155.4,777,11576,5,0,58961,3,1,3,1,-1.803614028,-0.262345147,-0.512567877,0.692315447,0.250839012,0
ENSG00000196091.8,12,101962131,102079796,MYBPC1,85.69851029,0.464238488,117.1515152,3866,117665,33,0,59016,1,3,1,2,0.833849671,0.364688126,0.952587967,0.669052231,0.881669374,0
ENSG00000111666.6,12,102090725,102137918,CHPT1,74.73860541,0.409735001,144,1440,47193,10,0,58901,1,1,0,0,0.575406616,0.607428406,0.235148316,0.643480952,0.617801633,0
ENSG00000139351.10,12,102122426,102133250,SYCP3,90.45992557,0.39283903,98.125,785,10824,8,0,58973,1,1,0,0,0.711125262,0.671553445,0.410731542,0.760717333,0.777504754,0
ENSG00000002016.12,12,1021243,1099219,RAD52,141.8111595,0.515678887,130.7,1307,77976,10,0,58935,54,17,53,6,-2.846414641,-2.390159109,-2.623544152,-1.600894742,-2.471627899,0
ENSG00000111670.10,12,102139275,102224716,GNPTAB,95.25163386,0.421565286,189.2380952,3974,85441,21,0,59075,1,47,1,38,0.394578177,-2.872794981,0.747110704,-2.531252393,-2.471627899,0
ENSG00000150048.6,12,10222153,10264226,CLEC1A,87.12229036,0.503507797,146.5,879,42073,6,2,59003,1,2,1,0,-0.277919208,0.661759473,0.837802934,0.939314186,0.984838388,0
ENSG00000136048.9,12,102271129,102405908,DRAM1,83.29541121,0.441201165,108.4285714,759,134779,7,0,59020,0,1,0,0,0.515506672,0.587710197,0.723182852,0.608345086,0.846057625,0
ENSG00000120860.6,12,102406705,102455927,CCDC53,41.39016908,0.438105379,86.57142857,606,49222,7,0,58748,1,2,0,1,0.037902816,-0.599174573,-0.192777031,0.033239285,-0.016576497,0
ENSG00000075188.4,12,102467967,102513902,NUP37,66.76249952,0.410896092,121.2222222,1091,45935,9,0,58993,1,1,0,0,0.449477727,0.509755227,0.132648529,0.570945804,0.522795711,0
ENSG00000185480.7,12,102513956,102591298,PARPBP,71.30620248,0.390236029,188.7142857,2642,77342,14,0,58782,2,5,0,3,0.773289787,-1.259309592,-0.122813846,-0.378387172,-0.281221236,0
ENSG00000183395.4,12,102590237,102591623,PMCH,100.7848171,0.400949405,172,516,1386,3,0,58767,1,2,0,0,0.470274986,0.396904227,0.305147528,0.33349926,0.418012677,0
ENSG00000172243.13,12,10269376,10282857,CLEC7A,78.03326778,0.38816354,125.5,753,13481,6,2,59032,0,1,0,0,0.739670819,0.732860758,1.464867168,1.284172945,1.564759237,0
ENSG00000017427.11,12,102789645,102874423,IGF1,118.4578697,0.462989195,115.5,693,84778,6,0,58952,2,3,2,3,-0.888838773,-1.312491932,0.1064437,0.289083411,0.275679168,0
ENSG00000171759.4,12,103230663,103352188,PAH,82.64432657,0.49585211,160.7142857,2250,121525,14,0,58990,0,0,0,0,0.755214088,0.82618947,0.848616713,1.120172906,1.303992739,0
ENSG00000165685.4,12,10323141,10344400,TMEM52B,104.9079821,0.540461861,132.75,531,21259,4,2,58813,1,3,0,1,0.719254996,-0.103488031,0.980025143,0.761306018,0.899266856,0
ENSG00000139352.3,12,103351464,103354294,ASCL1,33.10007332,0.685236769,717,717,2830,1,0,58969,0,0,0,0,-0.483765344,-0.369889627,-0.024400492,0.3879208,0.375024931,0
ENSG00000179088.10,12,103631369,103889749,C12orf42,55.67111728,0.469799894,219.6,1098,258380,5,0,58854,0,0,0,0,0.060668772,0.25961119,0.294191048,0.652686761,0.740620212,0
ENSG00000139112.6,12,10365057,10375727,GABARAPL1,66.11209777,0.474550021,144.3333333,433,10670,3,2,59035,0,1,0,0,0.234887288,0.310727398,1.066814856,1.026915414,1.2079643,0
ENSG00000134539.12,12,10378657,10469850,KLRD1,75.20357692,0.422746108,96.66666667,580,91193,6,2,59013,0,2,0,1,0.678976219,-0.036428876,1.371691699,0.909906777,1.212032763,0
ENSG00000136011.10,12,103981051,104160505,STAB2,105.0149705,0.501528915,118.2089552,7920,179454,67,0,59054,16,12,15,8,-2.846414641,-1.190509688,-2.24547816,-0.320990814,-0.888500368,0
ENSG00000111696.7,12,104164231,104234975,NT5DC3,103.325771,0.452046325,116.6923077,1517,70744,13,0,58918,2,4,2,0,-0.680322648,0.995796548,0.153634447,0.089006043,0.158259684,0
ENSG00000166598.8,12,104323885,104347423,HSP90B1,64.13961036,0.432413546,132.4736842,2517,23538,19,0,58926,0,4,0,4,0.86540015,-1.662842947,0.913247141,-0.061633524,0.323112467,0
ENSG00000111727.7,12,104458235,104498639,HCFC2,88.55461019,0.435369021,164.6,2469,40404,15,0,58942,0,1,0,1,0.907153807,0.114734875,1.019260408,0.856280209,1.142675392,0
ENSG00000120837.3,12,104510855,104532067,NFYB,133.0779115,0.36868213,95.14285714,666,21212,7,0,58941,2,2,2,1,-0.427711544,0.27596408,0.573251835,0.881786059,0.884206163,0
ENSG00000198431.11,12,104609557,104744061,TXNRD1,67.5949918,0.472836201,121.8333333,2193,134504,18,0,58877,3,9,2,1,-0.835083723,0.206553849,-0.536334703,-1.071824152,-0.921779624,0
ENSG00000255150.1,12,104697517,104698980,EID3,100.8951121,0.45526839,1005,1005,1463,1,0,58382,0,6,0,0,-0.022525675,-0.035741367,0.474329352,-1.02434648,-0.617815033,0
ENSG00000171310.6,12,104849073,105155792,CHST11,77.95041867,0.538534333,368.3333333,1105,306719,3,0,58985,0,0,0,0,0.121278726,0.28151262,0.359697117,0.675523846,0.778571156,0
ENSG00000136052.5,12,105196331,105352522,SLC41A2,86.9400891,0.411291979,178,1780,156191,10,0,58830,0,3,0,0,0.745555903,0.783915246,0.885652301,0.0990992,0.469606923,0
ENSG00000213809.4,12,10524952,10544473,KLRK1,71.04816022,0.413764342,99,693,19521,7,2,58951,1,3,0,0,0.67048245,0.708142209,0.846440423,0.637645971,0.768541673,0
ENSG00000255819.2,12,10524952,10562745,KLRC4-KLRK1,90.06642426,0.413179393,108.5454545,1194,37793,11,2,59063,3,4,0,0,1.116574874,1.101870914,0.32714671,0.647256705,0.563615995,1
ENSG00000151131.5,12,105380088,105443515,C12orf45,41.42083988,0.487339466,145.5,582,63427,4,0,58803,23,25,0,0,-0.241205736,-0.070002388,-2.623544152,-2.531252393,-2.471627899,0
ENSG00000136010.9,12,105413568,105478355,ALDH1L2,103.3393068,0.452336332,129.8181818,2856,64787,22,0,58718,24,25,1,0,0.533268794,1.419269175,-2.623544152,-2.414516837,-2.471627899,0
ENSG00000136051.9,12,105501102,105562912,KIAA1033,78.15328612,0.378527505,109.7058824,3730,61810,34,0,59031,1,3,1,3,0.969888713,-0.142476051,1.07147891,0.719207075,0.972832658,0
ENSG00000136044.7,12,105567074,105630016,APPL2,89.05093871,0.44634669,112.8,2256,62942,20,0,58797,23,78,23,78,-2.846414641,-2.872794981,-2.623544152,-2.531252393,-2.471627899,0
ENSG00000183542.4,12,10559983,10562356,KLRC4,123.3483863,0.412155732,125.25,501,2373,4,2,58976,3,2,0,0,1.096431208,0.944551279,0.518033901,1.305053109,1.063123349,1
ENSG00000074590.9,12,106457118,106533811,NUAK1,73.28927034,0.516681585,289.7142857,2028,76693,7,0,58934,0,0,0,0,0.151126034,0.227471065,0.438890408,0.787242683,0.897707773,0
ENSG00000166046.6,12,106695707,106740793,TCP11L2,80.71585279,0.431949343,184.3333333,1659,45086,9,0,58918,0,0,0,0,0.500278511,0.520787928,0.732676618,0.99298384,1.17514094,0
ENSG00000013503.5,12,106751436,106903976,POLR3B,93.14561121,0.435571102,128.6071429,3601,152540,28,0,58999,8,0,0,0,1.679370733,1.724944841,-1.443454723,1.614330199,0.173101934,0
ENSG00000111783.8,12,106976685,107156581,RFX4,99.50125137,0.497691494,127.5789474,2424,179896,19,0,59178,1,3,0,0,1.276535474,1.323771346,0.703356289,0.43775767,0.624685126,0
ENSG00000111785.14,12,107168373,107283090,RIC8B,64.84350853,0.432938189,173,1730,114717,10,0,59083,0,1,0,0,0.42550797,0.526773577,0.608129149,0.531272607,0.740741374,0
ENSG00000151135.5,12,107349497,107372556,C12orf23,97.12499428,0.403255407,509,1527,23059,3,0,58882,1,1,0,0,0.274840504,0.221887285,0.141659408,0.489697927,0.465819684,0
ENSG00000120832.5,12,107371069,107380944,MTERFD3,112.3820535,0.378540773,1164,1164,9875,1,0,58681,1,0,0,0,0.272210494,0.17917197,0.216189866,0.810865157,0.713044379,0
ENSG00000008405.7,12,107385142,107487607,CRY1,96.85971388,0.450833577,152.75,1833,102465,12,0,59078,2,0,2,0,-0.823692097,0.877524471,0.015698223,1.21519406,0.852942202,0
ENSG00000111196.5,12,10758612,10766222,MAGOHB,56.87841273,0.385277891,95.4,477,7610,5,2,58863,0,0,0,0,0.47633512,0.527779161,1.24096767,1.502446181,1.674427611,0
ENSG00000151136.10,12,107712190,108053419,BTBD11,77.43496628,0.534148028,205.5625,3289,341229,16,0,59127,0,0,0,0,0.884346626,1.028317464,0.823349133,1.091680452,1.26635473,0
ENSG00000060140.4,12,10771538,10826917,STYK1,121.4518538,0.496470799,149.7777778,1348,55379,9,2,59177,1,0,1,0,0.31847362,1.134532709,1.401930153,2.061917375,2.027060746,0
ENSG00000136045.7,12,108079509,108106944,PWP1,88.35817181,0.4421398,108.6666667,1630,27435,15,0,59093,2,1,1,0,0.039380808,0.951969734,0.056405822,0.890727321,0.663894385,0
ENSG00000110851.7,12,108126643,108155049,PRDM4,88.97695207,0.49095777,226.4545455,2491,28406,11,0,59089,2,0,0,0,0.563333907,0.559227539,-0.211307468,1.060672375,0.64809625,0
ENSG00000187855.5,12,108168162,108170421,ASCL4,31.78803353,0.71969697,527,527,2259,1,0,59177,0,0,0,0,-0.310373828,-0.23412888,0.101140821,0.496611817,0.503969749,0
ENSG00000060138.8,12,10851683,10875911,YBX3,95.67705839,0.517464921,113.125,905,24228,8,2,59136,0,1,0,1,0.854777992,0.068032781,1.556771959,1.41665955,1.683508408,0
ENSG00000075035.5,12,108523248,108644314,WSCD2,86.11203732,0.586074317,218.25,1746,121066,8,0,58993,0,0,0,0,0.454964089,0.506009465,0.658148327,0.963846804,1.107223724,0
ENSG00000198855.2,12,108908962,108919614,FICD,50.90022046,0.567666393,477.5,1910,10652,4,0,58975,0,0,0,0,-0.356026178,-0.250152878,0.069931652,0.502712508,0.528166709,0
ENSG00000075856.7,12,108916357,108955176,SART3,108.2116897,0.506751439,165,3135,38819,19,0,58884,0,1,0,0,1.243992027,1.187548103,1.303784873,1.110524223,1.428545325,0
ENSG00000136003.11,12,108956358,108963160,ISCU,83.58994285,0.432098307,88.5,531,6802,6,0,58801,0,0,0,0,0.418434174,0.425420285,0.712333193,0.982675681,1.16174657,0
ENSG00000183160.8,12,108983622,108992096,TMEM119,64.8301545,0.667054715,858,858,8474,1,0,59312,0,0,0,0,-0.253121778,-0.195827038,0.161692207,0.489276441,0.537027244,0
ENSG00000110880.6,12,109038885,109125372,CORO1C,101.0750105,0.478606822,149.3,1493,86487,10,0,59078,0,0,0,0,0.770057259,0.766472145,0.96583357,1.187203251,1.402903697,0
ENSG00000084112.10,12,109176466,109251366,SSH1,89.80530146,0.521816497,237.0666667,3556,74900,15,0,59067,4,1,4,1,-2.236213426,-0.000375386,-0.879195668,0.784997131,0.103753851,0
ENSG00000110887.3,12,109252708,109294819,DAO,103.8005418,0.53701483,110.4,1104,42111,10,0,58788,2,19,2,1,-0.917832109,-0.023761207,-0.007847783,-2.222364389,-1.64041331,0
ENSG00000166111.5,12,109304658,109459045,SVOP,69.1440657,0.52008492,104.5,1045,154387,10,0,59049,0,13,0,0,0.4571368,0.599247615,0.601806775,-1.850005936,-1.289570236,0
ENSG00000135093.8,12,109460894,109525831,USP30,116.8364833,0.502267745,126.6923077,1647,64937,13,0,59101,0,2,0,0,1.113255757,1.049068083,1.276092806,0.743496614,1.112971583,0
ENSG00000189046.6,12,109525996,109531436,ALKBH2,121.0539354,0.550467129,268,804,5440,3,0,58898,0,2,0,0,0.49844951,0.39238255,0.924914471,0.441400271,0.748621262,0
ENSG00000076248.6,12,109535379,109548797,UNG,73.52226369,0.53558047,155.5714286,1089,13418,7,0,59049,3,14,2,2,-1.484518363,-1.190932805,-0.899495093,-2.047883468,-1.769615324,0
ENSG00000121377.2,12,10954131,10955226,TAS2R7,78.24920406,0.410788382,963,963,1095,1,2,59221,0,0,0,0,0.110297572,0.144462652,1.030757173,1.216822333,1.365734921,0
ENSG00000076555.11,12,109554400,109706031,ACACB,100.8673474,0.547710358,146.6981132,7775,151631,53,0,59108,0,24,0,6,2.518292274,-0.873689078,1.967090575,-1.760752061,-0.863726994,0
ENSG00000121314.2,12,10958650,10959892,TAS2R8,75.09604219,0.355389541,936,936,1242,1,2,59286,0,1,0,0,0.259780083,0.258451554,1.148678417,0.897223102,1.141857032,0
ENSG00000121381.2,12,10961693,10962767,TAS2R9,80.39795507,0.398520085,945,945,1074,1,2,58826,0,1,0,0,0.173048213,0.191781421,1.086246344,0.875913831,1.097133087,0
ENSG00000121318.2,12,10977916,10978957,TAS2R10,74.76763663,0.3566058,930,930,1041,1,2,58232,0,1,0,0,0.253026324,0.253575682,1.142822715,0.888493109,1.1323789,0
ENSG00000174527.5,12,109785708,109893328,MYO1H,63.8860732,0.460743129,103.3225806,3203,107620,31,0,58911,4,4,4,4,-1.569505983,-1.006353609,-0.538256932,0.222125227,-0.049980174,0
ENSG00000110906.8,12,109886461,109915349,KCTD10,69.91214202,0.480763735,151.5714286,1061,28888,7,0,58897,0,0,0,0,0.209686679,0.281067973,0.500127466,0.844810146,0.96851297,0
ENSG00000151148.9,12,109915207,109974507,UBE3B,98.99529529,0.503986052,133.6538462,3475,59300,26,0,58751,2,2,1,2,0.593815347,0.04284204,0.410525297,0.889081311,0.807145286,0
ENSG00000082805.15,12,1099675,1605099,ERC1,69.88736029,0.472206471,176.5,3530,505424,20,1,58719,7,27,5,14,-2.247317788,-2.872794981,-1.383860377,-2.531252393,-2.178130875,1
ENSG00000139428.7,12,109991542,110011679,MMAB,61.68363436,0.5678501,437.3,4373,20137,10,0,58887,2,10,0,1,0.046540776,-0.687379534,-0.669706377,-1.645653414,-1.446198402,0
ENSG00000110921.7,12,110011060,110035067,MVK,70.06839605,0.58854997,133.2727273,1466,24007,11,0,58762,3,9,0,1,0.450974657,-0.274109677,-0.775331307,-1.242106769,-1.146399712,0
ENSG00000139438.5,12,110152033,110208312,FAM222A,32.78599838,0.677421331,685.5,1371,56279,2,0,58823,1,0,0,0,-0.448446918,-0.315378081,-0.56081395,0.39468507,0.064296404,0
ENSG00000111199.6,12,110220890,110271212,TRPV4,74.64821658,0.584722508,180.4,2706,50322,15,0,58788,1,1,0,0,0.669455656,0.718461419,0.233098693,0.71418561,0.647400513,0
ENSG00000139433.5,12,110288748,110318293,GLTP,133.5748338,0.571239539,132,660,29545,5,0,59111,1,1,0,1,0.871632381,-0.057655263,0.710003477,1.03433925,1.065591691,0
ENSG00000139437.13,12,110338069,110421646,TCHP,82.8466493,0.525845768,123.875,1982,83577,16,0,59102,2,10,0,9,0.864842686,-2.872794981,-0.068844119,-1.170950477,-0.858114422,0
ENSG00000139436.16,12,110367607,110434194,GIT2,103.2850347,0.476674813,99.95454545,2199,66587,22,0,59117,3,1,0,0,1.455764219,1.449098963,0.015360611,1.195909748,0.804289662,0
ENSG00000076513.12,12,110436991,110477568,ANKRD13A,100.5103415,0.465070149,129,1806,40577,14,0,58927,1,0,0,0,0.985523203,0.958884079,0.583864763,1.317086397,1.240548978,0
ENSG00000122970.11,12,110562140,110656602,IFT81,66.11579578,0.36729672,120.3529412,2046,94462,17,0,58899,1,0,0,0,1.029703807,1.080451725,0.501846984,1.215226699,1.138776086,0
ENSG00000212128.2,12,11060525,11062161,TAS2R13,70.80647324,0.383025027,918,918,1636,1,3,58269,0,0,0,0,0.271660582,0.289311415,1.472609869,1.665887641,1.806134416,0
ENSG00000174437.12,12,110718561,110788898,ATP2A2,114.8617775,0.47314465,156.0952381,3278,70337,21,0,59049,1,4,0,2,1.480180345,-0.047690036,0.958118508,0.381362702,0.675450985,0
ENSG00000196510.8,12,110810705,110841535,ANAPC7,103.4758975,0.474790882,172.3636364,1896,30830,11,0,58906,2,3,1,0,-0.108588709,0.75635201,0.019412257,0.245018187,0.210343114,0
ENSG00000134551.8,12,11081835,11084940,PRH2,84.50933131,0.511379157,178.3333333,535,3105,3,2,58587,13,1,0,0,0.389105111,0.411419138,-2.623544152,1.138452471,-0.806384271,1
ENSG00000111229.11,12,110872630,110888227,ARPC3,88.37845109,0.437091226,82.71428571,579,15597,7,0,58994,1,6,0,2,0.532153701,-0.928413307,0.264684922,-0.628205948,-0.339472558,0
ENSG00000111231.4,12,110890289,110907073,GPN3,74.02695196,0.452290644,122.2222222,1100,16784,9,0,58985,2,4,1,0,-0.487347442,0.468285812,-0.332811881,-0.274628411,-0.297301252,0
ENSG00000204856.7,12,110906169,110928190,FAM216A,77.57758279,0.422919779,127.7142857,894,22021,7,0,59075,3,4,2,1,-1.286661682,-0.350060102,-0.722934974,-0.286618578,-0.458376407,0
ENSG00000111237.14,12,110928902,110939922,VPS29,49.66116313,0.53374462,186.1666667,1117,11020,6,0,58889,1,3,0,0,-0.122092031,-0.002031417,-0.303227225,-0.319921618,-0.33129236,0
ENSG00000151164.14,12,110939460,110969891,RAD9B,47.33366609,0.41817686,145.6923077,1894,30431,13,0,58972,1,2,0,0,0.408651998,0.50907618,0.061238665,0.222951832,0.225469753,0
ENSG00000196850.4,12,110969120,111021125,PPTC7,85.70150295,0.457473304,138.8333333,833,52005,6,0,59003,1,2,0,0,0.385228351,0.416082916,0.136284758,0.253263539,0.286452939,0
ENSG00000204852.11,12,111051832,111087235,TCTN1,67.81531937,0.476565565,143.125,2290,35403,16,0,58951,1,3,0,0,0.677686988,0.751306943,0.248591977,0.103349207,0.204580967,0
ENSG00000122986.9,12,111065646,111142755,HVCN1,67.26695396,0.5090963,117.625,941,77109,8,0,58965,1,3,0,0,0.26897538,0.380728043,-0.029315743,-0.122080431,-0.070120615,0
ENSG00000186298.7,12,111157485,111180744,PPP1CC,73.05254624,0.419035598,162.375,1299,23259,8,0,59048,1,37,0,34,0.395991591,-2.872794981,0.120994407,-2.531252393,-2.471627899,0
ENSG00000173093.8,12,111284573,111345339,CCDC63,84.03084949,0.50134236,159.8181818,1758,60766,11,0,59086,1,3,0,1,0.5770993,-0.162871303,0.229239407,0.069462863,0.174887722,0
ENSG00000111245.10,12,111348623,111358526,MYL2,109.4731015,0.534012764,82.14285714,575,9903,7,0,59122,1,2,0,0,0.687314495,0.632645715,0.443807021,0.519767078,0.592722466,0
ENSG00000212126.3,12,11138512,11139511,TAS2R50,127.5029742,0.385887541,906,906,999,1,2,58347,8,1,0,0,0.795585035,0.636353467,-1.197874833,1.361065923,0.137630701,1
ENSG00000111249.9,12,111471828,111788358,CUX2,61.40773497,0.582472039,208.7727273,4593,316530,22,0,58988,1,0,0,0,0.997881251,1.173635328,0.301332631,1.147253287,0.981901318,0
ENSG00000255837.1,12,11149094,11150474,TAS2R20,114.3646113,0.385272145,936,936,1380,1,2,58514,8,1,0,0,0.621614083,0.513888422,-1.392327478,1.207061163,-0.046875684,1
ENSG00000111252.6,12,111843752,111889427,SH2B3,80.14843276,0.595399471,172.1666667,1033,45675,6,0,58895,0,0,0,0,0.28139326,0.322184974,0.553730001,0.89403198,1.014851762,0
ENSG00000204842.10,12,111890018,112037480,ATXN2,84.89636063,0.463873765,151.2083333,3629,147462,24,0,59047,0,0,0,0,1.322676239,1.392804024,1.209963845,1.413219269,1.656825423,0
ENSG00000089234.11,12,112079950,112123790,BRAP,84.56048042,0.462732438,154.25,1851,43840,12,0,59058,1,0,1,0,-0.237285909,0.69468008,0.309855816,1.104511509,0.979319669,0
ENSG00000111271.10,12,112123857,112194903,ACAD10,94.77847495,0.527071595,177.9047619,3736,71046,21,0,59121,1,116,1,1,0.265650413,0.396988318,0.632669646,-2.531252393,-2.471627899,0
ENSG00000257767.2,12,112191694,112229222,RP11-162P23.2,74.88780344,0.567668118,164.625,1317,37528,8,0,59130,1,122,0,0,0.301399699,0.359779121,0.01833069,-2.531252393,-2.471627899,0
ENSG00000111275.8,12,112204691,112247782,ALDH2,62.34284024,0.55752787,126,1512,43091,12,0,59192,1,122,0,0,0.410469717,0.512843889,0.049480847,-2.531252393,-2.471627899,0
ENSG00000089022.9,12,112279782,112334343,MAPKAPK5,67.11521921,0.476885543,104.8571429,1468,54561,14,0,59081,0,119,0,0,0.62244664,0.718921948,0.745246748,-2.531252393,-2.471627899,0
ENSG00000198270.8,12,112369086,112450970,TMEM116,78.15373797,0.443938382,126.7142857,887,81884,7,0,59038,0,1,0,0,0.405592933,0.469226502,0.649409065,0.559755898,0.781030625,0
ENSG00000089248.6,12,112451120,112461255,ERP29,70.89539304,0.577809427,292,876,10135,3,0,58845,0,0,0,0,-0.087921754,-0.0272641,0.298541535,0.682412314,0.758190394,0
ENSG00000111300.5,12,112464500,112546826,NAA25,88.12419175,0.406551754,130.3913043,2999,82326,23,0,58890,0,1,0,1,1.422341564,0.646173904,1.340545665,1.106105742,1.447828544,0
ENSG00000135148.7,12,112563305,112591407,TRAFD1,101.100553,0.498892892,169.5454545,1865,28102,11,0,59115,1,2,1,1,-0.15640906,-0.063584073,0.432383954,0.503869877,0.580075947,0
ENSG00000173064.6,12,112597992,112819896,HECTD4,64.58227813,0.51225376,183.9852941,12511,221904,68,0,59039,0,4,0,3,2.531131464,0.858157777,1.730919178,0.837108244,1.213509513,0
ENSG00000089009.11,12,112842994,112856642,RPL6,65.51769869,0.461829396,196.6,983,13648,5,0,59036,0,0,0,0,0.037980489,0.108113311,0.389780349,0.745040936,0.853065915,0
ENSG00000179295.11,12,112856155,112947717,PTPN11,98.24966823,0.450637549,134.6923077,1751,91562,13,0,59035,0,1,0,1,0.95261696,0.169600069,1.074839243,0.893780997,1.190011164,0
ENSG00000089169.10,12,113008184,113336686,RPH3A,83.30110748,0.548889104,110.1,2202,328502,20,0,58967,3,17,2,0,-0.443897108,1.402461049,-0.313982231,-1.936956637,-1.47216319,0
ENSG00000089127.8,12,113344582,113369990,OAS1,102.0803589,0.523714632,244.2,1221,25408,5,0,59179,1,26,0,0,0.383998135,0.352896783,0.20084155,-2.531252393,-2.304445198,0
ENSG00000111331.8,12,113376157,113411054,OAS3,59.3675415,0.588204236,221,3315,34897,15,0,59087,0,26,0,0,0.457174697,0.531750238,0.590698451,-2.531252393,-2.342766674,0
ENSG00000111335.8,12,113416200,113449528,OAS2,139.926736,0.484283847,210,2310,33328,11,0,59094,4,27,4,11,-1.777629689,-2.872794981,-0.238542906,-2.497481669,-1.789700111,0
ENSG00000135144.3,12,113494514,113535833,DTX1,52.05946468,0.619782378,153.625,1229,41319,8,0,58646,2,0,1,0,-0.777893664,0.242383405,-0.618440371,0.791222793,0.266739694,0
ENSG00000111344.7,12,113536624,113574044,RASAL1,92.65349015,0.610871033,115.8947368,2202,37420,19,0,58957,2,6,1,3,0.270132456,-0.884178867,0.178297685,-0.274371778,-0.110659373,0
ENSG00000123064.8,12,113594979,113623284,DDX54,59.7116935,0.622796175,135.6190476,2848,28305,21,0,58993,1,5,0,2,0.898023547,-0.487133213,0.343345465,-0.265392002,-0.067969202,0
ENSG00000139405.11,12,113623331,113630173,C12orf52,46.6005554,0.63214062,442.5,885,6842,2,0,58883,1,1,0,0,-0.36949317,-0.263127636,-0.475039426,0.117469434,-0.085522209,0
ENSG00000186815.8,12,113658855,113736390,TPCN1,119.7680455,0.543129354,106.9259259,2887,77535,27,0,58998,45,2,43,1,-2.846414641,1.017707054,-2.623544152,1.148958784,-2.277578069,0
ENSG00000089060.7,12,113736564,113797298,SLC8B1,82.67935823,0.578950163,128.7333333,1931,60734,15,0,59118,3,1,2,0,-0.876714205,0.861907298,-0.505769524,0.809495477,0.312245243,0
ENSG00000151176.3,12,113796371,113827203,PLBD2,82.55458369,0.601179116,140.5454545,1546,30832,11,0,58844,3,2,2,1,-1.095552013,-0.159450798,-0.634898152,0.378675123,-0.011691699,0
